ID,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
6927,0,0,0,0,0,0,3,11,0
2877,0,0,0,0,0,0,3,11,0
0,0,0,0,0,0,0,3,11,0
1584,0,0,0,0,0,0,3,11,0
7264,0,0,0,0,0,0,3,11,0
6274,0,1,1,0,0,0,3,11,0
1377,0,0,0,0,0,0,3,11,0
454,0,0,0,0,0,0,3,11,0
1755,0,0,0,0,0,0,3,11,0
2075,0,0,0,0,0,0,3,11,0
4785,0,0,0,0,0,0,3,11,0
9076,0,0,0,0,0,0,3,11,0
7079,0,0,0,0,0,0,3,11,0
4653,0,0,0,0,0,0,3,11,0
7375,0,0,0,0,0,0,3,11,0
709,0,0,0,0,0,0,3,11,0
460,0,0,0,0,0,0,3,11,0
3726,0,0,0,0,0,0,3,11,0
6798,0,0,0,0,0,0,3,11,1
5341,0,0,1,0,0,0,3,11,0
1606,0,0,0,0,0,0,3,11,0
9617,0,0,0,0,0,0,3,11,0
3233,0,0,0,0,0,0,3,11,0
89,0,0,0,0,0,0,3,11,0
2936,0,0,0,0,0,0,3,11,0
9449,0,0,0,0,0,0,3,11,0
7297,0,0,0,0,0,0,3,11,0
11004,0,0,0,0,0,0,3,11,0
313,0,1,0,0,0,0,3,11,0
9940,0,0,0,0,0,0,3,11,0
10735,0,0,0,0,0,0,3,11,0
9529,0,0,0,1,0,0,3,11,1
6439,0,0,0,0,0,0,3,11,0
7411,0,0,0,0,0,0,3,11,0
2176,0,1,1,1,0,0,3,11,1
9265,0,0,0,0,0,0,3,11,0
8867,0,0,0,0,0,0,3,11,0
8932,0,0,0,0,0,0,3,11,0
10236,0,0,0,0,0,0,3,11,0
6340,0,0,0,0,0,0,3,11,0
10089,0,1,1,1,1,0,3,11,1
2227,0,0,0,0,0,0,3,11,0
10992,0,0,0,0,0,0,3,11,0
5304,0,0,0,0,0,0,3,11,0
309,0,1,0,0,0,0,3,11,0
3406,0,0,0,0,0,0,3,11,0
2661,0,0,0,0,0,0,3,11,0
3153,0,0,0,0,0,0,3,11,0
10264,1,0,0,0,0,0,3,11,1
1184,0,0,0,0,0,0,3,11,0
4200,0,0,0,0,0,0,3,11,0
9396,0,0,0,0,0,0,3,11,0
2387,0,0,0,0,0,0,3,11,1
6690,0,0,0,0,0,0,3,11,0
1225,1,0,0,0,0,0,3,11,0
9703,1,0,0,0,0,0,3,11,1
291,0,0,0,0,0,0,3,11,0
4557,0,0,0,0,0,0,3,11,0
2379,0,0,0,0,0,0,3,11,1
5726,0,0,0,0,0,1,3,11,0
3066,0,0,0,0,0,0,3,11,0
6336,0,0,0,0,0,0,3,11,0
10967,0,0,0,0,0,0,3,11,0
2304,0,0,0,0,0,0,3,11,0
3445,0,0,0,0,0,0,3,11,1
7828,0,0,0,0,0,0,3,11,0
3762,0,0,0,1,0,0,3,11,1
4391,0,0,0,0,0,0,3,11,0
4669,0,0,0,0,0,0,3,11,0
10144,0,0,0,0,0,0,3,11,0
8652,0,0,0,0,0,0,3,11,0
1672,0,0,0,0,0,0,3,11,0
8962,0,0,0,0,0,0,3,11,0
9974,0,0,0,0,0,0,3,11,0
10983,0,0,0,0,0,0,3,11,0
8148,0,0,0,0,0,0,3,11,0
10102,0,0,0,0,0,0,3,11,0
4697,0,0,0,0,0,0,3,11,0
9262,1,0,0,0,0,0,3,11,0
7254,0,0,0,0,0,0,3,11,0
4543,0,0,1,0,0,0,3,11,0
4927,0,0,0,0,0,0,3,11,0
10451,0,0,0,0,0,0,3,11,0
2926,0,1,0,0,1,0,3,11,0
2874,0,0,0,0,0,0,3,11,0
9738,0,0,0,0,0,0,3,11,0
7119,0,0,0,0,0,0,3,11,0
3924,0,1,0,0,0,0,3,11,0
5827,0,0,0,0,0,0,3,11,0
5596,0,0,0,0,0,0,3,11,0
10812,0,0,0,0,0,0,3,11,0
1717,0,0,0,0,0,0,3,11,0
9491,0,0,0,0,0,0,3,11,0
9274,0,0,0,1,0,0,3,11,0
6609,0,0,0,0,0,0,3,11,1
6963,0,0,1,0,0,0,3,11,0
4440,0,1,0,0,0,0,3,11,0
1379,0,0,0,0,0,0,3,11,0
10032,0,0,0,0,0,0,3,11,0
2826,0,0,0,0,0,0,3,11,0
2437,0,1,0,1,0,0,3,11,0
6320,0,0,0,0,0,0,3,11,0
3050,0,0,0,0,0,0,3,11,0
231,0,0,0,0,0,0,3,11,0
2392,0,0,0,0,0,0,3,11,0
9478,0,0,0,0,0,0,3,11,0
113,0,0,0,0,0,0,3,11,0
2863,0,1,0,1,0,0,3,11,0
1802,0,0,0,0,0,0,3,11,0
520,0,0,0,0,0,0,3,11,0
8275,0,0,0,0,0,0,3,11,0
9750,0,0,0,0,0,0,3,11,0
2607,0,0,0,0,0,0,3,11,0
7214,0,0,0,0,0,0,3,11,0
5835,0,0,0,0,0,0,3,11,0
3896,0,0,0,0,0,0,3,11,0
10350,0,0,0,0,0,0,3,11,0
7786,0,0,0,0,0,0,3,11,0
2861,0,0,0,0,0,0,3,11,0
663,0,0,0,0,0,0,3,11,0
10675,0,0,0,0,0,0,3,11,1
2521,1,0,0,0,0,0,3,11,1
9592,0,0,0,0,0,0,3,11,0
10151,0,0,0,0,0,0,3,11,0
7381,0,1,1,1,0,0,3,11,1
4099,0,0,0,0,0,0,3,11,0
9560,0,0,1,0,0,0,3,11,1
1150,0,0,1,0,0,0,3,11,0
10172,0,0,0,0,0,0,3,11,0
11191,0,0,0,0,0,0,3,11,0
9707,0,1,0,0,1,0,3,11,0
6245,0,0,0,0,0,0,3,11,0
8234,1,0,0,0,0,0,3,11,1
1411,0,0,0,0,0,0,3,11,0
8553,0,0,0,0,0,0,3,11,0
1826,0,0,0,0,0,0,3,11,1
8842,0,0,0,0,0,0,3,11,0
11030,1,0,0,0,0,0,3,11,0
2579,0,0,0,0,0,0,3,11,0
175,1,0,1,0,0,0,3,11,0
9185,0,0,0,0,0,0,3,11,1
11056,0,0,0,0,0,0,3,11,0
9365,0,0,0,0,0,0,3,11,0
6201,0,0,0,0,0,1,3,11,0
2061,0,1,0,0,0,0,3,11,0
6184,0,0,0,0,0,0,3,11,0
6142,0,0,0,0,0,1,3,11,0
4107,0,0,0,0,0,0,3,11,0
7274,0,1,0,0,0,0,3,11,0
9336,0,0,0,0,0,0,3,11,0
2958,0,0,0,0,0,0,3,11,0
933,0,0,0,0,0,0,3,11,0
5837,0,0,0,0,0,0,3,11,0
10704,0,0,0,0,0,0,3,11,0
5125,0,0,0,0,0,0,3,11,0
4432,0,0,0,0,0,0,3,11,0
5955,0,0,0,0,0,0,3,11,0
2928,0,0,0,0,0,0,3,11,0
5680,0,0,0,0,0,0,3,11,0
10313,0,0,0,0,0,0,3,11,0
2557,1,0,0,0,0,0,3,11,0
1245,0,1,0,0,0,0,3,11,0
1519,0,0,0,0,0,0,3,11,1
10703,0,0,0,0,0,0,3,11,0
1726,1,0,0,0,0,0,3,11,1
4459,0,0,0,0,0,0,3,11,0
1729,0,0,0,0,0,0,3,11,0
1517,0,0,0,0,0,0,3,11,0
2098,0,0,0,0,0,0,3,11,0
9543,0,0,0,0,0,0,3,11,0
6878,0,0,0,0,0,0,3,11,0
3310,0,0,0,0,0,0,3,11,0
2724,0,0,0,0,0,0,3,11,0
948,0,0,0,0,0,0,3,11,0
6720,0,1,0,0,0,0,3,11,1
6202,0,0,0,0,0,0,3,11,0
2066,0,0,0,0,0,0,3,11,0
9799,0,0,0,0,0,0,3,11,0
8318,0,0,1,0,0,0,3,11,0
5642,0,0,0,0,0,0,3,11,0
2669,0,0,0,0,0,0,3,11,0
455,0,0,0,0,0,0,3,11,0
7683,0,0,0,0,0,0,3,11,0
3428,0,0,0,0,0,0,3,11,0
7414,0,0,0,0,0,0,3,11,0
6354,0,0,0,0,0,0,3,11,1
798,0,0,0,0,0,0,3,11,0
8213,0,0,0,0,0,0,3,11,1
2488,0,0,0,0,0,0,3,11,0
9999,0,0,0,0,0,0,3,11,0
7617,0,0,0,0,0,0,3,11,0
615,0,0,0,0,0,0,3,11,0
2552,0,1,0,0,0,0,3,11,1
194,0,0,0,0,0,0,3,11,0
3645,0,0,0,0,0,0,3,11,1
8890,0,0,0,0,0,0,3,11,0
5049,0,0,0,0,0,0,3,11,0
9973,0,0,0,0,0,0,3,11,0
7301,0,0,0,0,0,0,3,11,1
10882,0,0,0,0,0,0,3,11,0
7030,0,0,0,1,0,0,3,11,0
7422,0,0,0,0,0,0,3,11,0
3523,0,0,0,0,0,0,3,11,0
7106,0,0,0,0,0,0,3,11,0
6504,1,0,0,0,0,0,3,11,0
5067,0,1,1,1,1,0,3,11,0
4216,0,0,1,1,0,0,3,11,1
8581,0,0,0,0,0,0,3,11,0
5929,0,0,0,0,0,0,3,11,0
3129,0,0,0,0,0,0,3,11,0
6528,0,0,0,0,0,0,3,11,0
1361,0,1,1,0,0,0,3,11,1
6932,0,0,1,0,0,0,3,11,0
7284,0,0,0,0,0,0,3,11,0
1340,0,1,1,1,0,0,3,11,0
8746,0,1,0,1,0,0,3,11,0
5987,0,0,0,0,0,0,3,11,0
3767,0,0,0,0,0,0,3,11,0
3725,0,1,1,1,1,0,3,11,1
4324,0,0,0,0,0,0,3,11,0
238,0,0,0,0,0,0,3,11,0
6694,0,0,0,0,0,0,3,11,0
498,0,0,0,0,0,0,3,11,0
9347,0,0,0,0,0,0,3,11,0
9699,0,0,0,0,0,0,3,11,0
10664,0,0,0,0,0,0,3,11,0
5455,0,0,0,0,0,0,3,11,0
456,0,0,0,0,0,0,3,11,0
5012,0,0,0,0,0,0,3,11,0
7495,0,0,0,0,0,0,3,11,0
5029,0,0,0,0,0,0,3,11,0
10642,0,0,0,0,0,0,3,11,0
2106,0,0,0,0,0,0,3,11,0
10364,0,0,0,0,0,0,3,11,0
5954,0,0,0,0,0,0,3,11,0
1137,1,0,0,1,0,0,3,11,0
2541,0,0,0,0,0,0,3,11,0
1142,0,0,0,0,0,0,3,11,0
2276,0,0,0,0,0,0,3,11,0
2807,0,0,0,0,0,0,3,11,0
6471,0,0,0,0,0,0,3,11,0
6131,0,0,0,0,0,0,3,11,0
6233,0,0,0,0,0,0,3,11,0
4148,0,0,0,0,0,0,3,11,0
4947,0,1,0,1,0,0,3,11,1
3225,1,0,0,0,0,0,3,11,1
7540,0,0,0,0,0,0,3,11,0
10648,0,0,0,0,0,0,3,11,0
1992,0,0,0,1,0,0,3,11,1
7851,0,0,0,0,0,0,3,11,0
8594,0,0,0,0,0,0,3,11,0
7059,1,0,0,0,0,0,3,11,0
2815,0,0,0,0,0,0,3,11,0
2416,0,0,0,0,0,0,3,11,0
7999,0,1,1,0,0,0,3,11,1
9213,0,0,0,0,0,0,3,11,0
9697,0,0,0,0,0,0,3,11,0
3916,0,0,0,0,0,0,3,11,0
2021,0,0,0,0,0,0,3,11,0
1581,0,0,0,0,0,0,3,11,1
564,0,1,0,0,0,0,3,11,1
6619,0,0,0,0,0,0,3,11,0
9081,0,0,0,0,0,0,3,11,0
178,0,0,0,0,0,0,3,11,0
916,0,0,0,0,0,0,3,11,0
5512,0,0,0,0,0,0,3,11,0
8970,0,0,0,0,0,0,3,11,0
10581,0,0,0,0,0,0,3,11,0
5300,0,0,0,0,0,0,3,11,0
5154,0,0,0,0,0,0,3,11,0
8346,1,0,0,0,0,0,3,11,1
1676,0,0,0,0,0,0,3,11,0
9286,0,0,0,0,0,0,3,11,0
2426,0,0,0,0,0,0,3,11,1
5172,0,0,0,0,0,0,3,11,0
5562,0,0,0,0,0,0,3,11,0
3436,0,0,0,0,0,0,3,11,0
3921,0,0,0,0,0,0,3,11,0
3403,0,0,0,0,0,0,3,11,0
22,0,0,0,0,0,0,3,11,0
10965,0,0,0,1,0,0,3,11,0
9426,0,0,0,0,0,0,3,11,0
6605,0,1,0,0,0,0,3,11,0
3136,0,0,0,0,0,0,3,11,0
8737,0,0,0,0,0,0,3,11,0
11088,0,0,0,0,0,0,3,11,0
716,0,0,0,0,0,0,3,11,0
466,0,0,0,0,0,0,3,11,0
9135,0,0,0,0,0,0,3,11,0
10623,0,0,0,0,0,0,3,11,0
8151,0,0,0,0,0,0,3,11,0
5140,0,0,0,0,0,0,3,11,0
10160,0,0,0,0,0,0,3,11,0
4945,0,0,0,0,0,0,3,11,0
10584,0,0,0,0,0,0,3,11,0
6071,0,0,0,0,0,0,3,11,0
3386,0,0,0,0,0,0,3,11,0
8939,0,0,0,0,0,0,3,11,0
9925,1,0,0,0,0,0,3,11,0
4320,0,0,0,0,0,0,3,11,0
5389,0,1,0,0,0,0,3,11,0
6036,0,0,1,0,0,0,3,11,0
182,0,0,0,0,0,0,3,11,0
203,0,0,0,0,0,0,3,11,0
11025,0,0,0,0,0,0,3,11,0
10203,0,0,0,0,0,0,3,11,0
4607,0,0,0,0,0,0,3,11,0
3711,0,0,1,1,0,0,3,11,0
3696,0,0,0,0,0,0,3,11,0
2532,1,0,0,0,0,0,3,11,0
9214,0,0,0,0,0,0,3,11,0
4943,0,1,1,0,0,0,3,11,0
35,0,0,0,0,0,0,3,11,1
2258,0,0,0,0,0,0,3,11,0
4322,0,0,0,0,0,0,3,11,0
713,0,0,0,0,0,0,3,11,0
4702,0,0,0,0,0,0,3,11,0
3281,0,0,0,0,0,0,3,11,0
702,0,0,0,0,0,0,3,11,0
2004,0,0,0,0,0,0,3,11,0
4769,0,1,0,0,0,0,3,11,0
4437,0,0,0,0,0,0,3,11,0
8724,0,0,0,0,0,0,3,11,0
10741,0,0,0,0,0,0,3,11,0
1991,0,0,0,0,0,0,3,11,0
6931,0,0,1,0,0,0,3,11,1
11096,0,0,0,0,0,0,3,11,0
304,0,0,0,0,0,0,3,11,0
3665,0,0,0,0,0,0,3,11,0
10591,0,0,0,0,0,0,3,11,0
5036,0,0,0,0,0,0,3,11,0
5547,0,1,1,0,0,0,3,11,1
7822,0,0,0,0,0,0,3,11,0
8541,0,0,0,0,0,0,3,11,0
10955,0,0,0,0,0,0,3,11,1
4368,0,0,0,0,0,0,3,11,0
9671,1,0,0,0,0,0,3,11,1
2256,0,0,0,0,0,0,3,11,0
4279,0,0,0,0,0,0,3,11,0
5371,1,0,0,0,0,0,3,11,1
9240,0,0,0,0,0,0,3,11,0
9460,0,0,0,0,0,0,3,11,0
9504,0,0,0,0,0,0,3,11,1
8692,0,0,0,0,0,0,3,11,0
448,0,0,0,0,0,0,3,11,0
8314,0,0,1,0,0,0,3,11,0
8420,0,0,0,0,0,0,3,11,0
3174,0,1,1,1,1,0,3,11,1
7685,0,0,0,0,0,0,3,11,0
3179,0,0,0,0,0,0,3,11,0
9780,0,0,0,0,0,0,3,11,0
10681,0,0,0,0,0,0,3,11,0
10232,0,0,0,0,0,0,3,11,0
4184,0,0,0,0,0,0,3,11,0
9120,0,0,0,0,0,0,3,11,0
891,0,0,0,0,0,0,3,11,0
10381,0,0,0,0,0,0,3,11,0
3525,0,0,0,0,0,0,3,11,0
6818,0,0,0,0,0,0,3,11,0
3526,0,0,0,0,0,0,3,11,0
8181,0,0,0,0,0,0,3,11,0
1029,0,0,0,0,0,0,3,11,0
7369,0,0,0,0,0,0,3,11,0
2574,0,1,0,1,1,0,3,11,1
8159,0,0,0,0,0,0,3,11,0
1160,0,0,0,0,0,0,3,11,0
10242,0,0,0,0,0,0,3,11,0
5253,0,0,0,0,0,0,3,11,0
5966,0,1,0,0,0,0,3,11,0
5314,0,0,0,0,0,0,3,11,0
5081,0,0,0,0,0,0,3,11,0
5123,0,0,0,0,0,0,3,11,0
5756,0,0,0,0,0,0,3,11,0
8036,0,0,0,0,0,0,3,11,0
9058,1,0,1,1,0,0,3,11,1
5057,0,0,0,0,0,0,3,11,0
254,0,1,0,0,0,0,3,11,0
4179,0,0,0,0,0,0,3,11,0
3710,0,0,0,0,0,1,3,11,1
7627,0,0,1,1,0,0,3,11,1
4501,0,0,0,0,0,0,3,11,0
6424,0,0,0,0,0,0,3,11,0
3075,0,0,0,0,0,0,3,11,0
4992,0,0,0,0,0,0,3,11,1
5252,0,0,0,0,0,0,3,11,0
7444,0,0,0,0,0,0,3,11,0
6919,0,0,0,0,0,0,3,11,0
3537,0,0,0,0,0,0,3,11,0
10277,0,0,0,0,0,0,3,11,0
2453,0,0,0,0,0,0,3,11,0
7972,0,0,0,0,0,0,3,11,0
895,0,0,0,0,0,0,3,11,0
1177,0,0,0,0,0,0,3,11,0
7141,0,0,0,0,0,0,3,11,1
7232,0,0,0,0,0,0,3,11,0
8477,0,0,0,0,0,0,3,11,0
2457,0,0,0,0,0,0,3,11,0
988,0,0,0,1,0,0,3,11,0
7930,0,0,0,0,0,0,3,11,0
4587,0,0,0,0,0,0,3,11,0
6682,0,0,0,0,0,0,3,11,0
6222,0,0,0,0,0,0,3,11,0
10299,0,0,0,0,0,0,3,11,1
3083,0,0,0,0,0,0,3,11,0
8953,0,0,0,0,0,0,3,11,0
1503,0,0,0,0,0,0,3,11,0
8650,0,0,0,0,0,0,3,11,0
10862,0,0,0,0,0,0,3,11,0
2782,0,0,0,0,0,0,3,11,0
6941,0,0,0,0,0,0,3,11,0
10972,0,1,1,0,0,0,3,11,0
10708,0,0,0,0,0,0,3,11,0
6583,0,0,0,1,0,0,3,11,0
3641,0,0,0,0,0,0,3,11,0
10156,0,0,0,0,0,0,3,11,0
4299,0,0,0,0,0,0,3,11,1
3469,0,0,0,0,0,0,3,11,0
5063,0,0,0,0,0,0,3,11,0
10727,0,0,0,0,0,0,3,11,0
9624,0,0,0,0,0,0,3,11,0
5156,0,0,0,0,0,0,3,11,0
4376,1,0,0,0,0,0,3,11,1
8923,0,0,0,0,0,0,3,11,1
8461,0,0,0,0,0,0,3,11,0
6945,0,0,0,0,0,0,3,11,0
944,0,0,0,0,0,0,3,11,0
1907,0,0,0,0,0,0,3,11,1
701,1,0,0,0,0,0,3,11,0
3856,0,0,0,0,0,0,3,11,0
4149,0,0,0,0,0,0,3,11,0
2131,0,0,0,0,0,0,3,11,0
2942,1,0,0,0,0,0,3,11,0
1173,0,1,1,0,0,0,3,11,1
4381,0,0,0,0,0,0,3,11,0
4611,0,0,1,1,0,0,3,11,1
3376,0,0,0,0,0,0,3,11,0
4679,0,0,0,0,0,0,3,11,0
10928,0,0,0,0,0,0,3,11,0
4248,0,1,0,0,0,0,3,11,0
6728,0,0,0,0,0,0,3,11,0
6661,0,0,0,0,0,0,3,11,0
4725,0,0,0,0,0,0,3,11,0
3277,0,0,0,0,0,0,3,11,0
5555,0,0,0,0,0,0,3,11,0
2564,0,0,0,0,0,0,3,11,0
946,0,0,0,0,0,0,3,11,0
3867,0,0,0,0,0,0,3,11,0
6940,1,0,0,0,0,0,3,11,0
55,0,0,0,0,0,0,3,11,0
7093,0,0,0,0,0,0,3,11,0
